Well_ID,Mean_Youngs_Modulus_Velocities,Variance_Youngs_Modulus_Velocities,Mean_Youngs_Modulus_Ksat_Gsat,Variance_Youngs_Modulus_Ksat_Gsat,Mean_Poisson_Ratio_Velocities,Variance_Poisson_Ratio_Velocities,Mean_Poisson_Ratio_Ksat_Gsat,Variance_Poisson_Ratio_Ksat_Gsat,Mean_Brittleness_Index,Variance_Brittleness_Index,X,Y
13,6.141768225457582,0.0634418426640391,6.5880832075461395,7.288147309281557,0.3549402985371431,5.5662740837122046e-05,0.35621071837370405,4.1012149996743683e-05,0.36349840945085593,0.010277524566305684,68,87
14,6.018040770896874,0.049940456140356755,6.362872479507352,10.329073912862626,0.3569454938984212,6.48422281194311e-05,0.3564683852746432,6.709918737007305e-05,0.31196852940968617,0.009137822092673192,52,133
15,6.536290781417909,0.46240076263188706,7.519847987904587,14.599238241341418,0.37740067257876075,0.0003385894894495109,0.3790191022946769,0.00036162136794359845,0.3710927969603225,0.01598198707101797,84,58
16,6.104437002350752,0.034086852003630895,7.243838175076119,12.730568868909883,0.3477485633686628,0.0007236736516446311,0.35446335914481364,0.0007116162752689616,0.3883071294894178,0.019298536829457376,30,100
17,6.094830658628884,0.21969258152659643,5.614000179580522,7.455843889872877,0.3666289304390968,0.00019741573418507593,0.36687578487253747,0.00019403171198650036,0.29688855767116407,0.008619446499184329,75,146
18,5.824639841634856,0.02622330741778551,4.497127720719226,4.009708555275213,0.3728828265501019,2.406307117462406e-05,0.37210798943528256,3.754973011845507e-05,0.1908420292576985,0.004104493628784268,47,25
19,5.871259631208053,0.008784287899630226,4.655195441745872,0.48865831078953725,0.36130677735196004,0.00012335788258453867,0.3596661352064478,0.00012484572014671662,0.2498220157943173,0.005585049302515198,63,170
20,6.105973222718247,0.031255345958258185,6.9183828670434915,6.211563092699838,0.35194864260263503,5.0417717617688284e-05,0.3522515908084856,4.8646885659059506e-05,0.36173351405492404,0.006412516335378114,24,73
21,5.81569387815717,0.002207283492455018,4.270668275095372,0.23627057986924319,0.36284176954112907,0.00011067566309551153,0.3628103288384974,0.00011571576044171501,0.2249811563560857,0.003395549802717876,70,192
22,5.844842284511666,0.016254469374867107,5.126464108700937,6.75931894865567,0.35985017999643637,0.00010898308165439876,0.35957356703702675,0.00011957529241261576,0.24678727870648764,0.005617626985237388,57,43
23,6.216951880239721,0.33851463926879094,6.264617914029674,7.484865893979527,0.37390370769995757,0.0003718695695358554,0.3780549548947894,0.0004730018970046198,0.30060167544743094,0.009469684102042807,81,155
24,6.128698651452387,0.05028033356324005,7.737868423860816,21.745962168731708,0.35033687871597813,0.0006009430935626701,0.3488184670329736,0.0005421668805252728,0.3694599944535149,0.020716640352608885,36,118
25,6.1036778673391465,0.050260123876514906,6.709644780942899,6.961109274560623,0.3563534347348365,2.5498514598799427e-05,0.3557760433890592,2.834087988538236e-05,0.34471678804297173,0.007373427099772875,59,97
26,5.930335593391367,0.08382724367325234,5.70998553416241,9.003048006426967,0.3671847142858788,1.9122748901939226e-05,0.36570598176727287,2.1101540371532246e-05,0.24693902465924789,0.01088281563131387,28,166
27,5.793284806343383,0.0018248904650835212,4.161216890601809,0.07496141603798859,0.36282247441139154,2.2468924601538184e-05,0.362757841262842,2.293423277342854e-05,0.2237840185383933,0.0010631573490197301,73,32
28,5.8596809106485805,0.0060443129886351265,4.343025363020821,0.35369326757087327,0.3674659266985348,8.501808210876627e-05,0.36612628562435423,9.906663399932068e-05,0.22360654090571122,0.0038452974015761444,50,180
29,5.957488031841924,0.01574398265086642,5.72861714717628,9.551537191900723,0.35122692485328794,0.0003805641173908875,0.3540298478926766,0.00030168786670353086,0.3123301001400956,0.011935217503517738,67,62
30,6.041943685577847,0.07739565710546473,6.266438438406853,11.16536328461986,0.3576675225954535,0.00011027330132802753,0.3577862683679012,0.00010946506345481102,0.31991045503038473,0.014934332112748933,39,139
31,6.295296224842557,0.36228044940064774,6.823249912432861,12.350438709116744,0.3669635180710648,0.0002640290885206693,0.36663981483277036,0.0002522283624820604,0.3465443592516522,0.011439275001420167,78,83
32,6.008909810209732,0.08092541651047179,5.2405162170195325,5.995283595306416,0.3605170081328497,7.290392889585715e-05,0.3616705109896778,6.476570183493099e-05,0.3028319332335167,0.013589655448743765,45,158
33,5.894254337977568,0.020562278811683623,5.495629006711509,9.974688728936975,0.3513162789888504,0.00042421697953562936,0.3531041868613714,0.00033523745404098824,0.3044298546366057,0.01756158696477172,56,51
34,6.169844063028997,0.059044266140689965,7.619256265118029,21.3453254627207,0.3553420008472656,0.000659316641808375,0.35404483682791577,0.0006004868181902239,0.36704495699017253,0.02129940007671578,22,121
35,6.100903289551002,0.058475238865614565,6.596391802408039,7.254845421065962,0.35670809346968524,2.3766638593064925e-05,0.3561593619869494,4.1135472838609004e-05,0.3392338209302619,0.008252048792878061,65,89
36,6.219234418641377,0.3896329710592077,5.899341103036946,5.228807657990247,0.37764463057083275,0.0004275616523151186,0.3765577843588434,0.0004636742707855977,0.2867348324733559,0.010171726137581605,83,173
37,5.8463474000481055,0.025587427236258124,4.620120497467513,3.7609850023168345,0.3694920009150063,1.5813392075216822e-05,0.3688074049489938,2.6750742636388687e-05,0.21181771939893274,0.003900208633922148,48,35
38,5.9518967176887925,0.00863150261978067,4.854637596899268,0.3769631512450511,0.3608744654097425,3.6445123075828e-05,0.3604091043035592,4.915693241240276e-05,0.27978667577529726,0.002858927536638966,72,148
39,6.074452571824215,0.039190211081463366,6.468080838204065,7.965800664632005,0.35188395532662264,0.0001694429044309029,0.35187291442393503,0.00016690031908475237,0.3554332808497651,0.010926479128424522,34,64
40,5.833844701699184,0.0035642069391177726,4.29296432581576,0.27912838997328515,0.3653435304820858,0.00013124427165205898,0.36439993879525545,0.00012551436188155398,0.224014570581837,0.004394832738812739,60,185
41,6.2087894181852565,0.21600547704020664,7.1756826819930755,13.694916844624915,0.36054088297404646,0.0002535863557939438,0.3623015623175361,0.00027943789980058317,0.3565231398696914,0.013267639286876555,76,110
42,5.987625257753557,0.08126835273096665,7.029003691060203,25.126043491065133,0.3493019196265805,0.0005629356451912586,0.35091351454358705,0.0004961031479037293,0.34260617521191616,0.03495994419081362,27,154
43,5.879067691332653,0.04206620214660162,4.757567055179381,3.923987870792879,0.364472453143718,2.9053899150602875e-05,0.3645981882100506,2.9145989831153023e-05,0.243675236637428,0.006713513919846118,54,40
44,6.101022555699211,0.2647757390428457,6.170268643207384,5.427799050288734,0.37309732189192185,0.00042893132130768116,0.3770775489517604,0.0005852740430784436,0.28010223540463614,0.0075281777427624675,79,168
45,6.064507619831125,0.024704389685810523,8.20983284064648,19.523854093349595,0.3397113252205064,0.0006542604169210371,0.33729370059256836,0.0007242196894491964,0.3935935705850951,0.01822292398946928,42,96
46,6.005149432277066,0.033461212000698515,6.654083942934012,17.404785330753793,0.3514431346628464,0.00038353361593397307,0.35091292477138414,0.00040051183473731794,0.3369376034419262,0.019097208090156068,69,131
47,5.938734315679555,0.07172753174098234,4.7841654109580904,5.4199103954671575,0.3717899019206931,3.069510403556244e-05,0.3723435498149942,2.863920318747724e-05,0.22792106937920534,0.010572981151707005,32,181
48,6.0508054800206965,0.04104322970308444,6.660971860102803,9.300556070428819,0.35411393242740674,0.00011185036560354701,0.3530386428410354,0.00014364158591611504,0.33869184896277027,0.010852750903927427,66,72
49,6.486005902149632,0.3417153162336804,8.569746982480657,4.93947546765101,0.36191299569575297,0.0013182391754665516,0.3558725741453641,0.0012460561614118554,0.4254215339253151,0.0019437859469198693,175,27
50,6.511170028314603,0.35302462282411196,8.204656751944237,5.69581704215325,0.3661460016554134,0.0008861564552976505,0.36158781171647775,0.0008026459626416795,0.4176437741626648,0.003939419778069796,192,145
51,6.219169914224524,0.23178052496065174,8.701834451724197,3.1514288643927304,0.33681638355093757,0.0009750583617313943,0.3321677343925098,0.0007145382819441529,0.47498871672227044,0.0006507340064634717,181,86
52,6.661272156310254,0.2199845508974641,8.560376291406882,8.797368591690384,0.38124839978401415,0.0003463393521660471,0.3844915143740799,0.00032042569722669445,0.3966199681917057,0.008583410915695212,197,190
53,6.671892469284954,0.2899275826560628,9.11701966258087,3.5517161558600407,0.37061370335080157,0.0012183369338351043,0.3723168530573688,0.0012079276954790595,0.44346285919808653,0.002164554377303984,170,62
54,6.2473941020990855,0.28405415347879276,8.538923458835118,5.670789486966268,0.34290950520671326,0.0010215864958429547,0.34591400752171036,0.001082461167723315,0.44680197783189646,0.001758890037964746,188,120
55,6.75495157504507,0.36294423662076714,8.887160481807328,10.05321893907584,0.38536972066198255,0.0007016602610939948,0.3917093377252796,0.00027554490220875835,0.4124388283328849,0.014774085732913245,100,77
56,6.629191489983988,0.198078638170942,7.787309928926127,6.090114072705274,0.3782305601005678,0.0006050059405968991,0.375540968282569,0.000558304066083393,0.38753254626259437,0.006718382791346793,131,165
57,6.807268875104693,0.15571851785968274,10.586249632447972,5.112032139636254,0.3848974472935299,0.0008908616327599735,0.38560583527851555,0.0008739670772807736,0.43305444050342207,0.005368124287653821,117,103
58,6.52799716591071,0.21299503980426554,10.31250944166167,11.091310657646368,0.3621721476790053,0.0013761691565272504,0.3637066431585218,0.0013751576428188215,0.44434675788930805,0.011640566977126551,148,136
59,6.718804940103251,0.41819430619047615,8.9401525612043,9.088157436418475,0.3907857021574957,0.0003598505717085907,0.3933615900171419,0.00029537781077658,0.38704162446749385,0.013728314052109001,95,68
60,6.531028007147978,0.19520580842673643,8.226181411729666,5.9202903246164675,0.37821692639707455,0.0005922542918992812,0.3798444177415037,0.0005975382914477717,0.3766271899617895,0.007671121088331491,141,157
61,6.696245373794512,0.23072707869200507,10.894979056953497,9.582134665829734,0.3693326517848851,0.002109212669799635,0.3698921849601621,0.0022618904432181943,0.4529344043604,0.0125890647266262,124,120
62,6.776470527876415,0.21433894066343176,10.67460142302542,8.114434824734076,0.3804078609536815,0.0015414910582771308,0.38187394672677355,0.0014695926939419283,0.4554532662682678,0.010593011183293451,109,91
63,6.607085016841219,0.24804828592659925,9.145219265344545,9.260277118980651,0.36066193655423756,0.0017299861105863083,0.35435967392972073,0.0015974702630865076,0.4495403465343249,0.00624397512759043,154,178
64,6.6641785117658285,0.2819949988042142,9.974976915972732,8.196319499408903,0.3641787544949303,0.0017436885481286496,0.3664098245827941,0.0018095381295006679,0.4589578936271992,0.00869233438663846,106,140
65,6.809153808617359,0.16404612287315093,9.673108632545167,5.4275748669915025,0.37917193026784507,0.0010968216801374693,0.376431119356722,0.001156383677680562,0.4554460870363876,0.0039711634144645284,137,83
66,6.480992586073988,0.2379708335133921,9.121680098640454,13.418440924960086,0.363659302119876,0.0014230516271061594,0.3571532701644061,0.0013752957510188403,0.4110117289942791,0.012823859561953532,119,171
67,6.773574953556523,0.4316762111866265,8.363906540284283,9.054453034031129,0.38867336860347096,0.00044853347730022846,0.38757267188706634,0.00043685860572688877,0.402084793138342,0.011608437476561977,97,114
68,6.760242988449752,0.1656517900360162,9.89555780614523,3.7191546113113096,0.3760723805255774,0.0010776846761338583,0.3746405730602626,0.0010370191043325868,0.4599783004634762,0.00123635365389067,145,97
69,6.65622690701176,0.2647357813450483,10.168006738932995,4.8349828144006635,0.37454707809825555,0.0009709652115193193,0.3754307727162926,0.0009555883707796121,0.429432990834056,0.008912211101763627,112,62
70,6.5336045751423955,0.22263366634198659,9.240165485453991,6.283470394348849,0.36943388100064595,0.0008511812109033728,0.3700172557122012,0.0008934590749095507,0.4122397214554652,0.007705005231610556,129,150
71,6.486482211524191,0.23643908467100397,8.57057324253134,9.234603067829124,0.36838305999094745,0.0009423539666181322,0.36281696687347187,0.0008592555554934572,0.39443471842294736,0.009594010579180986,151,166
